#{"t_start": 1646238557.6843512, "env_id": null}
r,l,t
-599,200,204.788188
-599,200,205.037659
-599,200,205.294309
-599,200,205.563072
-599,200,205.813135
-599,200,206.062725
-599,200,206.315
-599,200,206.570536
-599,200,206.815883
-599,200,207.062598
-599,200,207.312781
-600,201,207.561226
-125,125,207.718083
-599,200,207.987111
-599,200,208.233451
-599,200,208.484316
-599,200,208.731623
-599,200,208.980408
-599,200,209.238184
-599,200,209.4904
-599,200,209.740855
-599,200,209.994922
-200,200,210.244842
-599,200,210.505985
-599,200,210.757319
-599,200,211.00359
-599,200,211.257747
-599,200,211.50786
-599,200,211.766649
-599,200,212.019797
-599,200,212.270038
-599,200,212.513938
-599,200,212.762017
-599,200,213.027572
-599,200,213.281798
-599,200,213.529493
-599,200,213.777912
-599,200,214.024967
-599,200,214.278544
-599,200,214.527067
-599,200,214.772845
-599,200,215.023629
-599,200,215.272693
-599,200,215.536191
-599,200,215.789399
-599,200,216.037852
-599,200,216.294926
-599,200,216.545244
-599,200,216.79345
-599,200,217.044208
-599,200,217.293584
-599,200,217.542225
-599,200,217.791284
-599,200,218.054825
-599,200,218.306689
-599,200,218.553344
-599,200,218.802224
-599,200,219.047643
-599,200,219.303879
-599,200,219.550258
-599,200,219.798548
-599,200,220.044958
-599,200,220.291616
-599,200,220.556344
-599,200,220.807253
-599,200,221.056292
-599,200,221.308592
-599,200,221.555428
-599,200,221.805792
-599,200,222.055362
-599,200,222.30327
-599,200,222.553969
-599,200,222.804225
-599,200,223.06725
-599,200,223.320267
-599,200,223.566743
-599,200,223.813864
-599,200,224.060819
-599,200,224.311676
-599,200,224.559548
-599,200,224.811567
-599,200,225.059086
-599,200,225.307637
-599,200,225.567916
-599,200,225.818306
-599,200,226.06638
-599,200,226.316668
-153,153,226.510873
-599,200,226.766295
-599,200,227.012464
-599,200,227.256358
-599,200,227.501499
-599,200,227.753879
-599,200,228.014997
-599,200,228.264825
-599,200,228.513323
-600,201,228.76181
-599,200,229.008987
-599,200,229.260024
-599,200,229.508738
-599,200,229.754466
-599,200,230.001203
-599,200,230.248101
-599,200,230.505548
-599,200,230.756587
-599,200,231.007035
-599,200,231.259218
-599,200,231.507139
-599,200,231.758837
-599,200,232.000674
-599,200,232.249026
-599,200,232.496701
-599,200,232.741896
-599,200,233.001777
-599,200,233.250957
-599,200,233.499204
-599,200,233.744706
-599,200,233.997617
-599,200,234.252804
-599,200,234.497869
-599,200,234.744168
-599,200,234.988947
-599,200,235.237851
-599,200,235.502579
-599,200,235.752146
-599,200,236.007336
-599,200,236.259864
-599,200,236.507762
-599,200,236.758451
-599,200,237.006121
-599,200,237.256419
-599,200,237.499972
-599,200,237.744994
-599,200,238.008062
-599,200,238.256013
-599,200,238.502799
-599,200,238.750503
-599,200,238.996371
-599,200,239.250432
-599,200,239.498264
-600,201,239.747988
-599,200,239.998847
-599,200,240.249025
-599,200,240.51061
-597,200,240.761184
-599,200,241.009574
-599,200,241.262156
-599,200,241.508443
-599,200,241.759966
-599,200,242.009994
-599,200,242.260725
-599,200,242.51113
-599,200,242.756851
-599,200,243.019624
-599,200,243.269921
-599,200,243.521237
-599,200,243.771923
-599,200,244.020333
-599,200,244.273202
-599,200,244.518505
-599,200,244.767834
-599,200,245.013754
-599,200,245.261837
-599,200,245.521155
-599,200,245.768238
-599,200,246.0214
-599,200,246.271129
-599,200,246.518446
-599,200,246.770777
-599,200,247.017762
-599,200,247.268697
-103,103,247.397484
-599,200,247.645668
-599,200,247.908308
-599,200,248.158933
-599,200,248.40734
-599,200,248.65588
-599,200,248.904053
-599,200,249.159291
-599,200,249.406831
-599,200,249.656321
-599,200,249.902573
-599,200,250.148634
-599,200,250.409473
-599,200,250.657427
-599,200,250.909796
-599,200,251.15985
-599,200,251.411772
-599,200,251.662992
-599,200,251.914873
-599,200,252.164506
-599,200,252.41274
-599,200,252.662114
-599,200,252.926874
-599,200,253.174255
-599,200,253.423468
-599,200,253.669241
-599,200,253.915972
-599,200,254.16605
-599,200,254.413803
-599,200,254.662297
-599,200,254.910378
-599,200,255.156583
-599,200,255.417259
-599,200,255.665789
-599,200,255.918818
-599,200,256.170218
-599,200,256.419445
-599,200,256.672017
-599,200,256.919297
-599,200,257.164773
-599,200,257.411205
-599,200,257.658382
-599,200,257.928886
-599,200,258.176739
-599,200,258.426607
-599,200,258.674543
-599,200,258.920973
-599,200,259.173831
-599,200,259.422085
-599,200,259.673842
-599,200,259.921865
-599,200,260.172402
-599,200,260.436526
-599,200,260.686088
-599,200,260.937386
-599,200,261.184651
-599,200,261.435144
-599,200,261.688486
-599,200,261.934404
-599,200,262.181243
-599,200,262.429399
-599,200,262.676189
-599,200,262.938667
-599,200,263.191327
-599,200,263.439378
-599,200,263.68905
-599,200,263.939723
-599,200,264.193851
-599,200,264.445489
-599,200,264.695141
-599,200,264.947216
-599,200,265.212056
-599,200,265.478556
-599,200,265.73068
-600,201,265.984779
-599,200,266.247113
-599,200,266.499493
-599,200,266.759869
-599,200,267.010967
-599,200,267.263804
-599,200,267.515622
-599,200,267.763525
-599,200,268.033052
-599,200,268.287667
-599,200,268.540412
-597,200,268.790558
-599,200,269.043262
-599,200,269.3006
-599,200,269.55568
-599,200,269.80458
-599,200,270.06135
-599,200,270.313416
-599,200,270.576689
-599,200,270.828066
-599,200,271.078812
-599,200,271.332373
-599,200,271.586827
-599,200,271.847887
-599,200,272.09742
-599,200,272.349482
-599,200,272.602535
-599,200,272.85421
-599,200,273.122922
-599,200,273.376066
-599,200,273.634585
-599,200,273.883775
-599,200,274.133577
-599,200,274.386919
-599,200,274.639946
-599,200,274.891815
-599,200,275.145359
-599,200,275.396999
-599,200,275.662756
-599,200,275.920591
-599,200,276.170887
-599,200,276.427573
-599,200,276.678029
-599,200,276.932985
-167,167,277.146664
-599,200,277.398884
-599,200,277.651752
-599,200,277.903139
-599,200,278.1638
-599,200,278.428725
-599,200,278.707926
-599,200,278.963113
-599,200,279.217682
-599,200,279.471775
-599,200,279.744057
-599,200,279.998784
-599,200,280.252434
-599,200,280.505495
-599,200,280.770671
-599,200,281.027042
-599,200,281.282433
-599,200,281.533316
-599,200,281.780755
-599,200,282.033665
-599,200,282.28939
-599,200,282.537507
-599,200,282.788792
-599,200,283.037995
-599,200,283.297066
-599,200,283.552323
-599,200,283.801082
-599,200,284.049968
-599,200,284.302025
-599,200,284.550773
-599,200,284.803322
-599,200,285.056026
-599,200,285.306659
-599,200,285.554893
-599,200,285.813649
-599,200,286.072263
-599,200,286.325403
-599,200,286.576412
-599,200,286.827835
-599,200,287.078222
-599,200,287.336815
-599,200,287.586944
-599,200,287.838149
-599,200,288.091854
-599,200,288.353139
-599,200,288.609523
-599,200,288.860879
-599,200,289.113338
-599,200,289.365936
-599,200,289.614676
-599,200,289.87083
-599,200,290.120278
-599,200,290.370807
-599,200,290.619827
-159,159,290.82987
-599,200,291.089014
-599,200,291.339751
-599,200,291.590909
-599,200,291.840455
-599,200,292.089793
-599,200,292.346107
-599,200,292.592758
-599,200,292.844566
-599,200,293.093179
-599,200,293.363046
-599,200,293.615556
-599,200,293.867037
-599,200,294.119551
-599,200,294.372926
-599,200,294.625935
-599,200,294.884929
-599,200,295.136975
-599,200,295.389435
-156,156,295.602343
-599,200,295.864963
-599,200,296.117499
-599,200,296.372608
-599,200,296.623695
-599,200,296.875359
-599,200,297.126909
-599,200,297.380578
-599,200,297.631721
-599,200,297.880383
-599,200,298.132884
-599,200,298.397164
-599,200,298.653593
-599,200,298.901826
-599,200,299.152455
-599,200,299.405132
-599,200,299.662011
-599,200,299.921353
-599,200,300.170819
-599,200,300.420368
-599,200,300.671552
-599,200,300.935556
-599,200,301.190168
-599,200,301.443766
-599,200,301.693515
-599,200,301.938647
-599,200,302.187721
-599,200,302.443054
-142,142,302.619098
-599,200,302.870884
-599,200,303.12277
-599,200,303.38782
-599,200,303.645186
-599,200,303.895316
-599,200,304.147767
-599,200,304.397074
-599,200,304.647959
-599,200,304.905019
-599,200,305.154816
-599,200,305.406
-599,200,305.655045
-599,200,305.917768
-599,200,306.174141
-599,200,306.424492
-599,200,306.675657
-599,200,306.92508
-599,200,307.177176
-599,200,307.433557
-599,200,307.684348
-599,200,307.935624
-599,200,308.188101
-599,200,308.445106
-599,200,308.701094
-599,200,308.953068
-599,200,309.205207
-599,200,309.458946
-599,200,309.710409
-599,200,309.967867
-599,200,310.223233
-599,200,310.47257
-599,200,310.72641
-141,141,310.916397
-599,200,311.166784
-599,200,311.427537
-599,200,311.679178
-198,198,311.927706
-599,200,312.180637
-599,200,312.432718
-599,200,312.688992
-599,200,312.936766
-599,200,313.186779
-599,200,313.454285
-599,200,313.708138
-599,200,313.965218
-599,200,314.219212
-599,200,314.470242
-599,200,314.722706
-599,200,314.97596
-599,200,315.231955
-599,200,315.485132
-599,200,315.73861
-599,200,316.004832
-599,200,316.259812
-599,200,316.513886
-599,200,316.768645
-599,200,317.022276
-599,200,317.280143
-599,200,317.53302
-599,200,317.787577
-599,200,318.042641
-599,200,318.29497
-599,200,318.557853
-599,200,318.807732
-599,200,319.063799
-599,200,319.317382
-599,200,319.569438
-599,200,319.820002
-599,200,320.070116
-599,200,320.325778
-599,200,320.571983
-599,200,320.822973
-599,200,321.109533
-599,200,321.363805
-599,200,321.621258
-110,110,321.758163
-599,200,322.010785
-599,200,322.266434
-599,200,322.517972
-599,200,322.779292
-599,200,323.031624
-599,200,323.289446
-599,200,323.552808
-599,200,323.801801
-599,200,324.065414
-599,200,324.318187
-599,200,324.56884
-599,200,324.821155
-599,200,325.073164
-599,200,325.330951
-599,200,325.582097
-599,200,325.831266
-599,200,326.095139
-599,200,326.357226
-599,200,326.61211
-599,200,326.864501
-599,200,327.11728
-599,200,327.366323
-599,200,327.620848
-599,200,327.879234
-599,200,328.1321
-599,200,328.382639
-599,200,328.646719
-599,200,328.898258
-599,200,329.155398
-599,200,329.410656
-599,200,329.661481
-599,200,329.918957
-599,200,330.170051
-599,200,330.425153
-599,200,330.678825
-599,200,330.927491
-599,200,331.191282
-599,200,331.446257
-599,200,331.70424
-599,200,331.955434
-599,200,332.207705
-599,200,332.455281
-599,200,332.704637
-599,200,332.962412
-599,200,333.216858
-599,200,333.467685
-599,200,333.729162
-599,200,333.980243
-599,200,334.241806
-599,200,334.489684
-599,200,334.744796
-599,200,334.998003
-599,200,335.252445
-599,200,335.516023
-599,200,335.771429
-599,200,336.030139
-599,200,336.299135
-599,200,336.552706
-599,200,336.81205
-599,200,337.064202
-599,200,337.316958
-599,200,337.569294
-599,200,337.824916
-599,200,338.082466
-599,200,338.335631
-599,200,338.585639
-599,200,338.847249
-599,200,339.101945
-599,200,339.355655
-599,200,339.606992
-599,200,339.856396
-599,200,340.109485
-599,200,340.362582
-599,200,340.620175
-599,200,340.876616
-599,200,341.129909
-599,200,341.396082
-599,200,341.649318
-599,200,341.910717
-599,200,342.164183
-599,200,342.417053
-599,200,342.669782
-599,200,342.920099
-599,200,343.179755
-599,200,343.430441
-599,200,343.68105
-599,200,343.946484
-599,200,344.197213
-599,200,344.453612
-599,200,344.704699
-599,200,344.952299
-599,200,345.206329
-599,200,345.461844
-599,200,345.720341
-599,200,345.974291
-599,200,346.227541
-599,200,346.491365
-599,200,346.740559
-600,201,347.000572
-599,200,347.253607
-599,200,347.505649
-599,200,347.755647
-599,200,348.006113
-599,200,348.265095
-599,200,348.510917
-599,200,348.761708
-188,188,349.006773
-599,200,349.263654
-599,200,349.520327
-599,200,349.773088
-599,200,350.02714
-599,200,350.280657
-599,200,350.532221
-599,200,350.790499
-599,200,351.046643
-599,200,351.304596
-599,200,351.565871
-599,200,351.823895
-599,200,352.095588
-599,200,352.351455
-599,200,352.60339
-599,200,352.85604
-599,200,353.111253
-599,200,353.369657
-599,200,353.652155
-599,200,353.918609
-599,200,354.182066
-599,200,354.435319
-599,200,354.694794
-88,88,354.808198
-599,200,355.060676
-599,200,355.318025
-599,200,355.571991
-599,200,355.831166
-599,200,356.094171
-137,137,356.27146
-599,200,356.536251
-599,200,356.790736
-599,200,357.044746
-599,200,357.308419
-599,200,357.558094
-599,200,357.809847
-599,200,358.065644
-599,200,358.325562
-599,200,358.582553
-599,200,358.837621
-181,181,359.073978
-599,200,359.328479
-599,200,359.582245
-599,200,359.841866
-599,200,360.095906
-599,200,360.351193
-599,200,360.604039
-599,200,360.858525
-599,200,361.119111
-599,200,361.376474
-599,200,361.640182
-599,200,361.895203
-599,200,362.154999
-599,200,362.410758
-182,182,362.639831
-599,200,362.893037
-599,200,363.147683
-599,200,363.399692
-599,200,363.65868
-599,200,363.913555
-599,200,364.177482
-599,200,364.432338
-599,200,364.683548
-599,200,364.941607
-599,200,365.196737
-599,200,365.447262
-599,200,365.70097
-599,200,365.957832
-599,200,366.227553
-599,200,366.47983
-599,200,366.742666
-599,200,366.998921
-599,200,367.255884
-599,200,367.514791
-599,200,367.767177
-599,200,368.021346
-599,200,368.276312
-599,200,368.527814
-599,200,368.78651
-599,200,369.036566
-599,200,369.305799
-599,200,369.557817
-599,200,369.809891
-599,200,370.06669
-599,200,370.319589
-599,200,370.572238
-599,200,370.824186
-599,200,371.078199
-599,200,371.341401
-599,200,371.593861
-599,200,371.859777
-599,200,372.11031
-599,200,372.365234
-599,200,372.625462
-599,200,372.879359
-599,200,373.130462
-599,200,373.386088
-599,200,373.648789
-599,200,373.914573
-599,200,374.169838
-599,200,374.431931
-599,200,374.706176
-599,200,374.973181
-599,200,375.257187
-62,62,375.340737
-599,200,375.609307
-599,200,375.894752
-600,201,376.152501
-599,200,376.408537
-599,200,376.686001
-599,200,376.9473
-599,200,377.202432
-599,200,377.45666
-599,200,377.713999
-599,200,377.973699
-599,200,378.226072
-599,200,378.48269
-599,200,378.737134
-599,200,378.991561
-599,200,379.250984
-599,200,379.517844
-599,200,379.76973
-599,200,380.021928
-599,200,380.277115
-599,200,380.533255
-599,200,380.786901
-599,200,381.037799
-599,200,381.298037
-599,200,381.547441
-599,200,381.806232
-599,200,382.074856
-599,200,382.331572
-599,200,382.589766
-599,200,382.844011
-599,200,383.103416
-599,200,383.357796
-599,200,383.611174
-599,200,383.864728
-599,200,384.117598
-599,200,384.37946
-599,200,384.644171
-599,200,384.897739
-599,200,385.154902
-599,200,385.420625
-599,200,385.680465
-599,200,385.935462
-599,200,386.191055
-599,200,386.453104
-599,200,386.709029
-599,200,386.97104
-599,200,387.234457
-599,200,387.489149
-599,200,387.74428
-599,200,387.996361
-599,200,388.263758
-599,200,388.516756
-599,200,388.77009
-598,200,389.02529
-599,200,389.283414
-599,200,389.543487
-599,200,389.805681
-599,200,390.059642
-599,200,390.316959
-599,200,390.568555
-599,200,390.826947
-599,200,391.084394
-599,200,391.342417
-599,200,391.594006
-599,200,391.845937
-599,200,392.101187
-599,200,392.364066
-599,200,392.618292
-599,200,392.87375
-599,200,393.131663
-599,200,393.391335
-599,200,393.647577
-599,200,393.900575
-599,200,394.157012
-599,200,394.41248
-599,200,394.672597
-599,200,394.935483
-599,200,395.192082
-599,200,395.449281
-599,200,395.705291
-599,200,395.965069
-599,200,396.227893
-599,200,396.478375
-599,200,396.732781
-599,200,396.987722
-599,200,397.25024
-599,200,397.519409
-599,200,397.774682
-599,200,398.057078
-599,200,398.313953
-599,200,398.575738
-599,200,398.832357
-599,200,399.089417
-599,200,399.346609
-599,200,399.601385
-599,200,399.884958
-599,200,400.156855
-599,200,400.414136
-599,200,400.667829
-599,200,400.923972
-599,200,401.186919
-599,200,401.447247
-599,200,401.703491
-599,200,401.965056
-599,200,402.224201
-599,200,402.489252
-599,200,402.758806
-191,191,403.00549
-599,200,403.264844
-599,200,403.522029
-599,200,403.781737
-599,200,404.039825
-599,200,404.295791
-599,200,404.553593
-599,200,404.809013
-599,200,405.070775
-599,200,405.32816
-599,200,405.582946
-599,200,405.839774
-599,200,406.095822
-599,200,406.362377
-599,200,406.620143
-599,200,406.877823
-599,200,407.133828
-599,200,407.391252
-599,200,407.653976
-599,200,407.932809
-599,200,408.193208
-599,200,408.449821
-599,200,408.705979
-599,200,408.965879
-599,200,409.220434
-599,200,409.476655
-599,200,409.739122
-599,200,409.995962
-599,200,410.257179
-599,200,410.53085
-599,200,410.785164
-599,200,411.046576
-170,170,411.271269
-117,117,411.424649
-599,200,411.679793
-599,200,411.936157
-599,200,412.191222
-599,200,412.447668
-600,201,412.7082
-599,200,412.974661
-599,200,413.229425
-599,200,413.489072
-599,200,413.747395
-599,200,414.010903
-599,200,414.270456
-599,200,414.530926
-599,200,414.787022
-599,200,415.044836
-599,200,415.306519
-599,200,415.576928
-599,200,415.832452
-598,200,416.107689
-599,200,416.372697
-599,200,416.644007
-599,200,416.905091
-599,200,417.168692
-599,200,417.425189
-599,200,417.683744
-599,200,417.954163
-599,200,418.22667
-599,200,418.484403
-599,200,418.742799
-599,200,418.999302
-599,200,419.261031
-599,200,419.518756
-599,200,419.774619
-599,200,420.031909
-599,200,420.289701
-599,200,420.552071
-599,200,420.815224
-599,200,421.072275
-599,200,421.337856
-599,200,421.604253
-599,200,421.865541
-599,200,422.12376
-599,200,422.381198
-599,200,422.641258
-599,200,422.898146
-599,200,423.162897
-599,200,423.428826
-599,200,423.686463
-599,200,423.947717
-599,200,424.208422
-599,200,424.470256
-599,200,424.729414
-144,144,424.914274
-599,200,425.169807
-599,200,425.428219
-599,200,425.685047
-599,200,425.95869
-599,200,426.218478
-599,200,426.474298
-599,200,426.730303
-599,200,426.994442
-599,200,427.255409
-600,201,427.513139
-599,200,427.77135
-154,154,427.972074
-599,200,428.229078
-599,200,428.500191
-599,200,428.760737
-599,200,429.019089
-599,200,429.291738
-599,200,429.550442
-599,200,429.814863
-599,200,430.071752
-599,200,430.327132
-599,200,430.587976
-599,200,430.843796
-599,200,431.121569
-599,200,431.386755
-599,200,431.649223
-599,200,431.909395
-599,200,432.165966
-599,200,432.432618
-599,200,432.747995
-599,200,433.063931
-599,200,433.320509
-599,200,433.581131
-599,200,433.857189
-599,200,434.115273
-599,200,434.37193
-599,200,434.630773
-598,200,434.891703
-599,200,435.154757
-599,200,435.410429
-599,200,435.665965
-599,200,435.92303
-599,200,436.186218
-599,200,436.463599
-599,200,436.722358
-599,200,436.981251
-599,200,437.237458
-599,200,437.49295
-599,200,437.759674
-599,200,438.019985
-599,200,438.278425
-599,200,438.535494
-599,200,438.794048
-599,200,439.069205
-599,200,439.330036
-599,200,439.586951
-599,200,439.844826
-599,200,440.100446
-599,200,440.363425
-599,200,440.619753
-599,200,440.875848
-599,200,441.133279
-599,200,441.392156
-599,200,441.667935
-599,200,441.922224
-599,200,442.179816
-599,200,442.44065
-599,200,442.698949
-599,200,442.962695
-599,200,443.220808
-599,200,443.480295
-599,200,443.737423
-599,200,443.995129
-599,200,444.273526
-599,200,444.529646
-599,200,444.79098
-599,200,445.047129
-599,200,445.310093
-599,200,445.570702
-599,200,445.828566
-599,200,446.082957
-599,200,446.343595
-599,200,446.604632
-599,200,446.880416
-599,200,447.13517
-599,200,447.389789
-599,200,447.642283
-599,200,447.896854
-599,200,448.157727
-599,200,448.413931
-599,200,448.669524
-599,200,448.925792
-599,200,449.180664
-600,201,449.457089
-599,200,449.715011
-599,200,449.977276
-599,200,450.232741
-599,200,450.490326
-599,200,450.754731
-599,200,451.011457
-599,200,451.27526
-599,200,451.53235
-599,200,451.791026
-120,120,451.964357
-599,200,452.223361
-599,200,452.483209
-599,200,452.740857
-597,200,452.998663
-599,200,453.264187
-599,200,453.519437
-599,200,453.776612
-599,200,454.033586
-599,200,454.292043
-599,200,454.561746
-599,200,454.820162
-599,200,455.076205
-599,200,455.342481
-599,200,455.5976
-599,200,455.861767
-599,200,456.116993
-599,200,456.376783
-599,200,456.634117
-599,200,456.888714
-600,201,457.163163
-599,200,457.416728
-599,200,457.677737
-599,200,457.937278
-599,200,458.197633
-599,200,458.462683
-599,200,458.720716
-599,200,458.979893
-599,200,459.238517
-599,200,459.496712
-599,200,459.770917
-599,200,460.030799
-599,200,460.287582
-599,200,460.546967
-599,200,460.806983
-599,200,461.068322
-599,200,461.332874
-599,200,461.589853
-599,200,461.845389
-599,200,462.102302
-599,200,462.373686
-140,140,462.554118
-599,200,462.811906
-162,162,463.022888
-599,200,463.283595
-599,200,463.540978
-599,200,463.809014
-599,200,464.066221
-599,200,464.324134
-599,200,464.582422
-142,142,464.772089
-599,200,465.031394
-599,200,465.29054
-599,200,465.543966
-598,200,465.801155
-599,200,466.056822
-599,200,466.325491
-599,200,466.583065
-599,200,466.840863
-599,200,467.09738
-600,201,467.372379
-599,200,467.637028
-599,200,467.893651
-599,200,468.150828
-599,200,468.407463
-599,200,468.663989
-599,200,468.927429
-599,200,469.181528
-599,200,469.438108
-599,200,469.695763
-599,200,469.969859
-599,200,470.230498
-599,200,470.484694
-599,200,470.742575
-599,200,471.007476
-599,200,471.269294
-599,200,471.529181
-200,200,471.787428
-599,200,472.043656
-599,200,472.299975
-599,200,472.566041
-599,200,472.828317
-599,200,473.086176
-599,200,473.346384
-599,200,473.601783
-599,200,473.861891
-599,200,474.12151
-599,200,474.382999
-599,200,474.638492
-599,200,474.894876
-599,200,475.164221
-599,200,475.431462
-600,201,475.687529
-599,200,475.946538
-599,200,476.20632
-599,200,476.467331
-599,200,476.730745
-599,200,476.987995
-599,200,477.24562
-149,149,477.43849
-599,200,477.703947
-599,200,477.965154
-599,200,478.221151
-599,200,478.478117
-599,200,478.73591
-599,200,478.992464
-599,200,479.255111
-599,200,479.515677
-599,200,479.775292
-599,200,480.035103
-599,200,480.299558
-599,200,480.562411
-599,200,480.818412
-599,200,481.078547
-599,200,481.34255
-599,200,481.599465
-599,200,481.861511
-599,200,482.117456
-599,200,482.376767
-599,200,482.632285
-599,200,482.90497
-599,200,483.165825
-599,200,483.422086
-599,200,483.679299
-599,200,483.936427
-599,200,484.193258
-599,200,484.454071
-599,200,484.705752
-599,200,484.962967
-599,200,485.221205
-599,200,485.486509
-599,200,485.753428
-599,200,486.014566
-599,200,486.280056
-599,200,486.538834
-599,200,486.794101
-599,200,487.055598
-599,200,487.318307
-599,200,487.575012
-599,200,487.832521
-189,189,488.082333
-599,200,488.35041
-599,200,488.608459
-599,200,488.866075
-599,200,489.124458
-599,200,489.385435
-599,200,489.648057
-599,200,489.904796
-599,200,490.159057
-599,200,490.417511
-599,200,490.69057
-194,194,490.949675
-599,200,491.212785
-599,200,491.474711
-599,200,491.734206
-599,200,491.991391
-599,200,492.253922
-599,200,492.506359
-599,200,492.764894
-600,201,493.020892
-599,200,493.292921
-599,200,493.553082
-599,200,493.808188
-159,159,494.015594
-599,200,494.268949
-599,200,494.526542
-599,200,494.783695
-599,200,495.045759
-599,200,495.304252
-599,200,495.558785
-599,200,495.824672
-599,200,496.081432
-599,200,496.35066
-599,200,496.605192
-599,200,496.860678
-599,200,497.118095
-599,200,497.375808
-599,200,497.636479
-599,200,497.898187
-599,200,498.157918
-599,200,498.425885
-599,200,498.682356
-599,200,498.946548
-599,200,499.204279
-599,200,499.459607
-599,200,499.71742
-599,200,499.975607
-599,200,500.239632
-599,200,500.498905
-599,200,500.757589
-599,200,501.026873
-599,200,501.292057
-599,200,501.555987
-599,200,501.81364
-601,202,502.072636
-599,200,502.327197
-599,200,502.582838
-599,200,502.848513
-599,200,503.112135
-599,200,503.375547
-599,200,503.646523
-599,200,503.909545
-599,200,504.173218
-599,200,504.433692
-599,200,504.693593
-599,200,504.951976
-599,200,505.212845
-599,200,505.484263
-599,200,505.741738
-599,200,506.001585
-599,200,506.275944
-599,200,506.532771
-599,200,506.799574
-599,200,507.056695
-599,200,507.317073
-599,200,507.574985
-599,200,507.83192
-599,200,508.098181
-599,200,508.356419
-599,200,508.612117
-599,200,508.880639
-599,200,509.145713
-599,200,509.411786
-599,200,509.666798
-599,200,509.931542
-599,200,510.197509
-599,200,510.453421
-599,200,510.713577
-599,200,510.969217
-599,200,511.239465
-599,200,511.50825
-599,200,511.765987
-599,200,512.031059
-599,200,512.290081
-599,200,512.54665
-599,200,512.803883
-599,200,513.061123
-599,200,513.32504
-599,200,513.580502
-599,200,513.839788
-599,200,514.109101
-599,200,514.363907
-599,200,1180.685511
-599,200,1180.804013
-599,200,1180.918377
-599,200,1181.011726
-599,200,1181.097697
-599,200,1181.177633
-599,200,1181.259313
-599,200,1181.343212
-599,200,1181.43274
-599,200,1181.520076
-599,200,1181.610765
-599,200,1181.725012
-599,200,1181.810594
-599,200,1181.922268
-599,200,1182.032697
-599,200,1182.114927
-599,200,1182.193016
-599,200,1182.272695
-599,200,1182.356108
-599,200,1182.439201
-599,200,1182.523405
-599,200,1182.627455
-599,200,1182.715874
-599,200,1182.799549
-599,200,1182.883248
-599,200,1182.972397
-599,200,1183.061698
-599,200,1183.145777
-599,200,1183.228805
-599,200,1183.314813
-599,200,1183.398633
-599,200,1183.482695
-599,200,1183.565108
-599,200,1183.649061
-599,200,1183.734611
-599,200,1183.818199
-599,200,1183.901736
-599,200,1183.988511
-599,200,1184.074635
-599,200,1184.158412
-599,200,1184.241749
-599,200,1184.326561
-599,200,1184.410495
-599,200,1184.493709
-599,200,1184.576732
-599,200,1184.663043
-599,200,1184.740756
-599,200,1184.816907
-599,200,1184.894211
-599,200,1184.970484
-599,200,1185.04922
-599,200,1185.125358
-599,200,1185.202648
-599,200,1185.278384
-599,200,1185.354305
-599,200,1185.432159
-599,200,1185.50824
-599,200,1185.585783
-599,200,1185.66324
-599,200,1185.742333
-599,200,1185.819781
-599,200,1185.895592
-599,200,1185.971902
-599,200,1186.050209
-599,200,1186.127338
-599,200,1186.203062
-599,200,1186.279649
-599,200,1186.355494
-599,200,1186.431595
-599,200,1186.508711
-599,200,1186.585093
-599,200,1186.661406
-599,200,1186.73839
-599,200,1186.814299
-599,200,1186.892861
-599,200,1186.968487
-599,200,1187.047063
-599,200,1187.124823
-599,200,1187.20197
-599,200,1187.278291
-599,200,1187.354387
-599,200,1187.432315
-599,200,1187.508956
-599,200,1187.587603
-599,200,1187.66397
-599,200,1187.740493
-599,200,1187.817266
-599,200,1187.893596
-599,200,1187.969311
-599,200,1188.048861
-599,200,1188.125563
-599,200,1188.202588
-599,200,1188.280817
-599,200,1188.357111
-599,200,1188.433431
-599,200,1188.509563
-599,200,1188.586586
-599,200,1188.662788
-599,200,1188.738704
-599,200,1188.815602
-599,200,1188.893278
-599,200,1188.970845
-599,200,1189.049391
-599,200,1189.126949
-599,200,1189.2032
-599,200,1189.279007
-599,200,1189.354725
-599,200,1189.430741
-599,200,1189.506725
-599,200,1189.583685
-599,200,1189.663096
-599,200,1189.739052
-599,200,1189.814987
-599,200,1189.897931
-599,200,1189.988733
-599,200,1190.077225
-599,200,1190.171502
-599,200,1190.250492
-599,200,1190.326431
-599,200,1190.402166
-599,200,1190.48319
-599,200,1190.575266
-599,200,1190.653394
-599,200,1190.729617
-599,200,1190.807522
-599,200,1190.883771
-599,200,1190.96097
-599,200,1191.038741
-599,200,1191.115835
-599,200,1191.192248
-599,200,1191.268669
-599,200,1191.344379
-599,200,1191.424521
-599,200,1191.504396
-599,200,1191.582225
-599,200,1191.662807
-599,200,1191.742716
-599,200,1191.819257
-599,200,1191.895936
-599,200,1191.972943
-599,200,1192.049604
-599,200,1192.12665
-599,200,1192.206016
-599,200,1192.282512
-599,200,1192.359968
-599,200,1192.438014
-599,200,1192.514751
-599,200,1192.591605
-599,200,1192.668759
-599,200,1192.745637
-599,200,1192.823449
-599,200,1192.901755
-599,200,1192.978378
-599,200,1193.054924
-599,200,1193.132676
-599,200,1193.210574
-599,200,1193.287064
-599,200,1193.363253
-599,200,1193.439883
-599,200,1193.517492
-599,200,1193.594134
-599,200,1193.672181
-599,200,1193.749025
-599,200,1193.826505
-599,200,1193.9031
