#{"t_start": 1648051044.8506536, "env_id": null}
r,l,t
-29,29,5.7024
-6,6,5.702885
-3,3,5.703185
-22,22,5.704471
-33,33,5.706277
-56,56,5.709077
-599,200,5.718751
-12,12,5.719522
-2,2,5.719812
-24,24,5.721125
-21,21,5.722302
-11,11,5.722998
-3,3,5.723346
-4,4,5.723707
-13,13,5.724519
-57,57,5.727479
-599,200,5.737256
-101,101,5.744327
-65,65,5.747661
-12,12,5.748441
-57,57,5.751256
-75,75,5.755083
-17,17,5.756102
-48,48,5.758605
-12,12,5.759397
-55,55,5.762232
-41,41,5.764523
-18,18,5.76562
-26,26,5.767041
-14,14,5.76792
-108,108,5.773246
-23,23,5.774535
-599,200,5.784232
-12,12,5.785028
-18,18,5.786095
-9,9,5.786709
-6,6,5.787331
-17,17,5.788346
-6,6,5.788826
-11,11,5.78951
-33,33,5.791226
-49,49,5.793697
-5,5,5.794136
-127,127,5.802436
-109,109,5.807779
-22,22,5.809062
-21,21,5.810393
-76,76,5.814211
-6,6,5.814701
-41,41,5.816862
-6,6,5.81735
-79,79,5.821232
-11,11,5.82196
-100,100,5.826845
-21,21,5.828027
-22,22,5.829273
-48,48,5.831856
-74,74,5.835527
-43,43,5.837716
-21,21,5.838901
-151,151,5.846333
-6,6,5.84679
-26,26,5.848236
-30,30,5.85196
-13,13,5.852784
-10,10,5.853439
-44,44,5.855853
-52,52,5.858501
-599,200,5.868068
-7,7,5.868564
-46,46,5.870965
-75,75,5.874827
-20,20,5.876024
-34,34,5.877867
-19,19,5.878949
-5,5,5.879382
-134,134,5.886183
-25,25,5.887544
-8,8,5.888122
-28,28,5.889637
-12,12,5.890404
-27,27,5.891876
-14,14,5.892707
-34,34,5.894472
-57,57,5.897449
-33,33,5.899157
-11,11,5.900017
-8,8,5.900575
-64,64,5.903984
-51,51,5.90873
-196,196,5.918157
-33,33,5.919944
-130,130,5.926129
-66,66,5.929353
-5,5,5.929786
-92,92,5.934304
-9,9,5.935042
-30,30,5.936661
-24,24,5.937979
-20,20,5.939114
-27,27,5.940634
-14,14,5.941472
-115,115,5.947347
-95,95,5.952017
-20,20,5.953148
-72,72,5.956741
-82,82,5.963087
-152,152,5.970393
-137,137,5.977193
-32,32,5.978903
-4,4,5.979257
-30,30,5.98087
-599,200,5.990416
-123,123,5.996365
-6,6,5.996805
-145,145,6.003875
-133,133,6.013541
-77,77,6.017577
-5,5,6.017979
-91,91,6.022422
-55,55,6.025297
-9,9,6.025903
-147,147,6.033015
-124,124,6.039241
-24,24,6.040582
-8,8,6.041143
-11,11,6.041971
-94,94,6.046784
-91,91,6.05127
-8,8,6.051794
-599,200,6.061271
-53,53,6.066411
-25,25,6.067817
-34,34,6.069654
-27,27,6.071116
-19,19,6.072234
-9,9,6.072972
-24,24,6.074372
-47,47,6.076812
-171,171,6.085085
-14,14,6.085938
-9,9,6.086577
-8,8,6.087117
-42,42,6.08932
-100,100,6.094357
-45,45,6.096751
-4,4,6.097299
-70,70,6.100856
-49,49,6.1033
-174,174,6.111814
-22,22,6.11302
-45,45,6.115417
-3,3,6.115739
-31,31,6.117449
-43,43,6.121778
-12,12,6.12254
-8,8,6.123305
-97,97,6.128386
-22,22,6.129596
-11,11,6.130302
-69,69,6.133743
-5,5,6.134203
-190,190,6.143593
-21,21,6.144785
-80,80,6.148818
-87,87,6.153074
-10,10,6.153903
-142,142,6.161052
-17,17,6.162024
-109,109,6.167517
-128,128,6.175934
-14,14,6.176904
-18,18,6.177978
-8,8,6.17856
-29,29,6.180102
-46,46,6.182451
-141,141,6.189645
-33,33,6.19138
-69,69,6.194854
-113,113,6.200479
-46,46,6.202837
-12,12,6.203572
-599,200,6.213007
-82,82,6.217065
-62,62,6.22012
-159,159,6.229924
-68,68,6.233474
-20,20,6.234664
-60,60,6.23766
-8,8,6.238217
-45,45,6.240483
-41,41,6.242798
-18,18,6.243851
-41,41,6.245952
-150,150,6.253337
-27,27,6.254805
-40,40,6.257046
-135,135,6.263735
-9,9,6.26433
-60,60,6.267391
-78,78,6.27128
-7,7,6.2718
-36,36,6.273715
-7,7,6.274278
-3,3,6.274613
-18,18,6.27562
-20,20,6.276893
-25,25,6.278311
-22,22,6.281714
-6,6,6.282201
-600,201,6.291966
-76,76,6.295697
-27,27,6.297247
-45,45,6.299575
-105,105,6.304675
-94,94,6.309331
-16,16,6.310449
-44,44,6.312693
-187,187,6.321903
-14,14,6.32279
-18,18,6.323795
-16,16,6.324744
-51,51,6.327354
-179,179,6.338301
-60,60,6.341331
-73,73,6.344944
-19,19,6.346166
-28,28,6.347687
-24,24,6.348995
-46,46,6.351574
-3,3,6.351879
-32,32,6.353568
-34,34,6.355367
-31,31,6.357005
-24,24,6.358343
-121,121,6.364338
-5,5,6.364902
-5,5,6.365295
-16,16,6.366251
-153,153,6.373644
-197,197,6.383198
-49,49,6.387912
-7,7,6.388459
-4,4,6.388813
-116,116,6.39451
-104,104,6.399632
-38,38,6.401743
-61,61,6.404802
-22,22,6.406021
-5,5,6.40646
-37,37,6.408366
-11,11,6.409057
-23,23,6.410366
-23,23,6.411678
-180,180,6.420434
-114,114,6.425941
-55,55,6.428844
-24,24,6.430245
-81,81,6.434186
-11,11,6.434947
-123,123,6.443324
-34,34,6.445315
-130,130,6.451671
-28,28,6.453184
-6,6,6.45367
-20,20,6.454809
-4,4,6.45529
-20,20,6.456437
-28,28,6.458076
-599,200,6.467655
-115,115,6.473333
-67,67,6.476821
-15,15,6.477782
-5,5,6.478198
-68,68,6.48165
-23,23,6.482913
-11,11,6.483742
-26,26,6.485213
-145,145,6.492417
-25,25,6.496009
-23,23,6.497306
-47,47,6.499792
-45,45,6.502142
-49,49,6.504707
-45,45,6.507197
-18,18,6.508302
-98,98,6.513357
-18,18,6.514414
-9,9,6.515029
-32,32,6.51704
-101,101,6.523155
-32,32,6.524892
-164,164,6.532815
-29,29,6.534408
-28,28,6.535981
-100,100,6.541014
-4,4,6.541497
-24,24,6.542831
-87,87,6.547205
-21,21,6.548375
-3,3,6.551743
-599,200,6.561284
-16,16,6.562227
-17,17,6.563213
-38,38,6.565236
-75,75,6.56906
-20,20,6.570374
-30,30,6.571998
-31,31,6.573657
-3,3,6.574009
-16,16,6.574951
-156,156,6.583584
-24,24,6.584941
-19,19,6.586025
-12,12,6.586767
-7,7,6.587304
-7,7,6.587951
-39,39,6.589985
-121,121,6.595817
-6,6,6.59626
-5,5,6.596694
-25,25,6.598103
-23,23,6.599514
-33,33,6.601255
-27,27,6.602735
-13,13,6.603533
-24,24,6.604972
-18,18,6.608184
-96,96,6.612965
-36,36,6.614908
-61,61,6.618019
-7,7,6.618554
-5,5,6.618987
-21,21,6.620152
-24,24,6.621461
-43,43,6.623621
-78,78,6.627675
-137,137,6.63447
-29,29,6.636034
-4,4,6.636384
-197,197,6.645857
-91,91,6.650429
-15,15,6.651301
-64,64,6.6545
-124,124,6.662651
-21,21,6.663838
-33,33,6.665728
-30,30,6.667365
-3,3,6.667679
-103,103,6.672696
-9,9,6.673306
-36,36,6.67526
-35,35,6.677216
-75,75,6.680934
-599,200,6.691051
-20,20,6.692234
-14,14,6.693309
-44,44,6.695669
-9,9,6.696322
-122,122,6.702365
-98,98,6.707239
-93,93,6.711834
-34,34,6.715838
-31,31,6.717538
-24,24,6.718889
-156,156,6.726751
-45,45,6.729326
-9,9,6.729946
-3,3,6.73026
-18,18,6.731314
-40,40,6.733359
-94,94,6.738059
-54,54,6.740839
-8,8,6.741372
-8,8,6.74193
-166,166,6.750032
-8,8,6.750735
-13,13,6.751524
-44,44,6.753996
-14,14,6.754899
-89,89,6.759187
-15,15,6.760082
-599,200,6.771882
-26,26,6.77338
-62,62,6.77651
-18,18,6.777558
-9,9,6.778351
-105,105,6.783674
-15,15,6.784699
-46,46,6.787044
-10,10,6.787699
-136,136,6.794208
-599,200,6.803752
-19,19,6.804868
-80,80,6.808805
-10,10,6.809466
-114,114,6.815315
-17,17,6.816323
-43,43,6.818533
-8,8,6.819089
-131,131,6.8276
-12,12,6.828348
-66,66,6.831645
-47,47,6.834009
-68,68,6.837397
-42,42,6.839533
-68,68,6.843059
-17,17,6.844065
-88,88,6.848577
-20,20,6.849709
-31,31,6.851331
-42,42,6.853475
-33,33,6.855228
-599,200,6.864744
-59,59,6.867704
-36,36,6.869609
-2,2,6.869988
-9,9,6.870611
-47,47,6.8731
-28,28,6.876938
-76,76,6.880809
-12,12,6.881569
-82,82,6.885629
-60,60,6.88863
-9,9,6.889278
-42,42,6.891525
-14,14,6.892496
-14,14,6.893319
-23,23,6.89462
-29,29,6.896198
-51,51,6.898844
-55,55,6.9016
-25,25,6.903008
-44,44,6.905288
-599,200,6.915125
-67,67,6.918486
-88,88,6.922916
-3,3,6.923229
-5,5,6.923633
-14,14,6.924548
-70,70,6.930568
-15,15,6.931468
-31,31,6.933132
-58,58,6.936109
-3,3,6.936422
-71,71,6.940246
-152,152,6.94787
-77,77,6.951682
-82,82,6.95579
-75,75,6.959538
-25,25,6.960932
-32,32,6.962672
-92,92,6.967203
-44,44,6.969579
-70,70,6.973199
-28,28,6.974759
-11,11,6.975633
-68,68,6.978988
-156,156,6.988901
-4,4,6.989298
-11,11,6.99
-111,111,6.995486
-49,49,6.997995
-14,14,6.998921
-53,53,7.001761
-64,64,7.004952
-15,15,7.006107
-10,10,7.006768
-52,52,7.009388
-16,16,7.010343
-73,73,7.014074
-78,78,7.018071
-80,80,7.022002
-4,4,7.02235
-53,53,7.025146
-3,3,7.025501
-124,124,7.031883
-17,17,7.03289
-35,35,7.034857
-136,136,7.043756
-31,31,7.045492
-16,16,7.046477
-10,10,7.04719
-56,56,7.050041
-42,42,7.052236
-10,10,7.052898
-80,80,7.057091
-25,25,7.058494
-39,39,7.060657
-82,82,7.06497
-60,60,7.068014
-14,14,7.068852
-8,8,7.069423
-40,40,7.071483
-112,112,7.077068
-4,4,7.077465
-23,23,7.078878
-52,52,7.081501
-54,54,7.084264
-7,7,7.084804
-47,47,7.087307
-56,56,7.090143
-23,23,7.091537
-136,136,7.378339
-30,30,7.412002
-19,19,7.425384
-99,99,7.476496
-106,106,7.52717
-81,81,7.567867
-3,3,7.569107
-27,27,7.582172
-10,10,7.587785
-15,15,7.596378
-27,27,7.608827
-11,11,7.613779
-599,200,7.707623
-166,166,7.792756
-6,6,7.796427
-31,31,7.813094
-54,54,7.843271
-51,51,7.866886
-17,17,7.875644
-38,38,7.89573
-20,20,7.904997
-29,29,7.919496
-66,66,7.949388
-24,24,7.961165
-13,13,7.968175
-19,19,7.979372
-41,41,7.999625
-96,96,8.047422
-2,2,8.048251
-112,112,8.104118
-155,155,8.182681
-171,171,8.268114
-60,60,8.296857
-9,9,8.299385
-97,97,8.348716
-43,43,8.368313
-152,152,8.445139
-6,6,8.446665
-599,200,8.541637
-6,6,8.546158
-10,10,8.551954
-17,17,8.560681
-36,36,8.575989
-21,21,8.586294
-11,11,8.591906
-16,16,8.601272
-57,57,8.631176
-25,25,8.641986
-114,114,8.70276
-5,5,8.70419
-165,165,8.792528
-93,93,8.850149
-171,171,8.945191
-96,96,8.993963
-10,10,9.000617
-43,43,9.021766
-42,42,9.042171
-599,200,9.144628
-13,13,9.150639
-37,37,9.170958
-54,54,9.197222
-72,72,9.234469
-8,8,9.236137
-34,34,9.256324
-144,144,9.329177
-13,13,9.33734
-7,7,9.339389
-32,32,9.356057
-14,14,9.364681
-45,45,9.388761
-127,127,9.453979
-51,51,9.476735
-164,164,9.560447
-12,12,9.566541
-40,40,9.589922
-58,58,9.620111
-12,12,9.625548
-9,9,9.629655
-15,15,9.638783
-62,62,9.669784
-7,7,9.673997
-599,200,9.773165
-12,12,9.780254
-34,34,9.799962
-101,101,9.850585
-52,52,9.876515
-31,31,9.894103
-73,73,9.933501
-46,46,9.956521
-114,114,10.011401
-97,97,10.05824
-51,51,10.084089
-49,49,10.110634
-160,160,10.190953
-99,99,10.240313
-29,29,10.256954
-45,45,10.279588
-10,10,10.285437
-599,200,10.383954
-14,14,10.395194
-599,200,10.491913
-35,35,10.509227
-79,79,10.54752
-54,54,10.578962
-85,85,10.621224
-5,5,10.624883
-32,32,10.640857
-6,6,10.641962
-15,15,10.651217
-130,130,10.709422
-154,154,10.78301
-35,35,10.801594
-24,24,10.813155
-2,2,10.814051
-30,30,10.831288
-17,17,10.843178
-21,21,10.854064
-599,200,10.954023
-44,44,10.977102
-89,89,11.017866
-30,30,11.031893
-8,8,11.036789
-15,15,11.046249
-38,38,11.06576
-21,21,11.077622
-24,24,11.088933
-181,181,11.182511
-11,11,11.188996
-46,46,11.211361
-48,48,11.236191
-22,22,11.247357
-47,47,11.272486
-599,200,11.374911
-98,98,11.428152
-29,29,11.44328
-2,2,11.444115
-99,99,11.490465
-95,95,11.539303
-8,8,11.543972
-24,24,11.556089
-3,3,11.556541
-67,67,11.590178
-30,30,11.604982
-19,19,11.614558
-4,4,11.615102
-18,18,11.625336
-104,104,11.67855
-10,10,11.68376
-8,8,11.686875
-70,70,11.720748
-32,32,11.738309
-25,25,11.749103
-44,44,11.771811
-10,10,11.777223
-63,63,11.811991
-16,16,11.819867
-121,121,11.881181
-28,28,11.894447
-7,7,11.898277
-2,2,11.89863
-24,24,11.914245
-185,185,12.007912
-31,31,12.024726
-48,48,12.048836
-5,5,12.050682
-4,4,12.055859
-3,3,12.057214
-117,117,12.119365
-89,89,12.163521
-35,35,12.181392
-36,36,12.20313
-103,103,12.25727
-41,41,12.280549
-14,14,12.288775
-12,12,12.293725
-100,100,12.343574
-7,7,12.347718
-4,4,12.348254
-20,20,12.358943
-59,59,12.389349
-97,97,12.447248
-70,70,12.48497
-78,78,12.524369
-143,143,12.601973
-49,49,12.624488
-599,200,12.728077
-178,178,12.816577
-7,7,12.821601
-189,189,12.922171
-20,20,12.935395
-76,76,12.984507
-55,55,13.018492
-38,38,13.039685
-3,3,13.041104
-7,7,13.044469
-180,180,13.137903
-114,114,13.193245
-14,14,13.202391
-32,32,13.219073
-135,135,13.2869
-599,200,13.382146
-36,36,13.40198
-151,151,13.478697
-15,15,13.490543
-99,99,13.538913
-71,71,13.576892
-95,95,13.62283
-10,10,13.627253
-100,100,13.680008
-179,179,13.771611
-108,108,13.826688
-71,71,13.860803
-82,82,13.90607
-27,27,13.920372
-27,27,13.932475
-599,200,14.043289
-70,70,14.078315
-89,89,14.125223
-33,33,14.143225
-83,83,14.184527
-70,70,14.219405
-87,87,14.262586
-31,31,14.278208
-31,31,14.2969
-7,7,14.301039
-58,58,14.329982
-599,200,14.429379
-31,31,14.444
-8,8,14.448286
-31,31,14.464068
-103,103,14.518396
-42,42,14.539243
-31,31,14.553752
-63,63,14.58495
-90,90,14.636416
-34,34,14.655044
-27,27,14.66621
-8,8,14.672235
-164,164,14.75921
-32,32,14.77516
-11,11,14.780128
-155,155,14.866059
-31,31,14.884334
-15,15,14.894519
-44,44,14.924316
-58,58,14.961155
-103,103,15.012196
-22,22,15.025589
-20,20,15.035907
-36,36,15.057984
-5,5,15.062828
-7,7,15.064771
-14,14,15.073625
-186,186,15.170487
-14,14,15.17922
-153,153,15.259511
-70,70,15.295309
-20,20,15.305974
-24,24,15.3217
-11,11,15.327941
-25,25,15.34309
-115,115,15.412023
-22,22,15.424823
-51,51,15.452617
-34,34,15.47129
-89,89,15.51642
-599,200,15.623646
-599,200,15.72787
-19,19,15.736615
-107,107,15.791421
-17,17,15.800631
-67,67,15.83504
-79,79,15.874996
-19,19,15.885741
-20,20,15.898564
-5,5,15.902621
-47,47,15.927833
-599,200,16.023994
-124,124,16.091044
-15,15,16.097645
-70,70,16.138121
-19,19,16.146661
-599,200,16.267652
-14,14,16.2776
-6,6,16.283487
-39,39,16.318118
-66,66,16.370318
-84,84,16.430258
-599,200,16.534566
-48,48,16.558966
-10,10,16.563787
-28,28,16.580258
-125,125,16.640148
-52,52,16.672617
-141,141,16.764186
-141,141,16.837856
-128,128,16.904705
-160,160,16.992238
-8,8,16.997582
-39,39,17.022928
-11,11,17.029615
-4,4,17.030688
-117,117,17.096943
-29,29,17.112176
-599,200,17.218938
-33,33,17.23665
-599,200,17.343953
-34,34,17.366078
-187,187,17.461162
-161,161,17.550544
-143,143,17.628922
-111,111,17.694522
-37,37,17.715425
-36,36,17.735394
-45,45,17.76071
-51,51,17.78712
-81,81,17.833734
-13,13,17.839983
-73,73,17.880674
-3,3,17.881537
-124,124,17.946166
-33,33,17.966489
-3,3,17.967407
-599,200,18.069274
-37,37,18.092453
-69,69,18.125979
-93,93,18.174783
-40,40,18.194639
-20,20,18.205986
-5,5,18.207433
-599,200,18.314543
-27,27,18.333113
-92,92,18.396111
-24,24,18.412847
-3,3,18.41436
-46,46,18.44197
-177,177,18.542346
-599,200,18.659603
-8,8,18.664282
-38,38,18.683377
-6,6,18.685301
-15,15,18.695223
-8,8,18.700255
-24,24,18.712373
-14,14,18.719542
-36,36,18.741083
-94,94,18.790529
-9,9,18.79603
-7,7,18.800243
-599,200,18.902035
-151,151,18.980295
-18,18,18.991414
-83,83,19.034539
-10,10,19.040696
-132,132,19.111464
-54,54,19.142074
-11,11,19.147743
-599,200,19.25306
-36,36,19.272954
-5,5,19.274819
-9,10,19.279339
-51,51,19.304363
-30,30,19.320719
-26,26,19.33522
-24,24,19.347605
-88,88,19.398387
-29,29,19.412957
-55,55,19.442107
-64,64,19.479416
-14,14,19.485414
-25,25,19.501113
-9,9,19.505868
-57,57,19.533686
-107,107,19.59252
-19,19,19.603017
-159,159,19.685872
-5,5,19.687886
-14,14,19.695766
-3,3,19.696983
-15,15,19.703834
-599,200,19.807776
-66,66,19.842744
-38,38,19.864251
-599,200,19.971614
-111,111,20.034637
-599,200,20.138528
-5,5,20.139945
-14,14,20.149007
-57,57,20.181227
-29,29,20.194082
-4,4,20.198372
-35,35,20.216255
-26,26,20.230498
-14,14,20.236026
-37,37,20.258072
-599,200,20.369925
-18,18,20.38115
-79,79,20.422672
-11,11,20.429156
-72,72,20.465736
-67,67,20.504073
-173,173,20.594465
-129,129,20.665315
-17,17,20.675547
-30,30,20.695977
-189,189,20.791509
-77,77,20.831343
-3,3,20.835062
-30,30,20.851488
-48,48,20.875566
-108,108,20.931867
-24,24,20.944419
-599,200,21.050268
-125,125,21.123907
-599,200,21.227718
-9,9,21.232088
-10,10,21.237574
-6,6,21.24124
-165,165,21.326271
-63,63,21.358238
-45,45,21.383413
-28,28,21.399314
-13,13,21.405883
-21,21,21.41521
-16,16,21.425022
-110,110,21.486219
-7,7,21.488394
-58,58,21.520292
-90,90,21.569887
-59,59,21.606181
-70,70,21.645382
-135,135,21.719027
-14,14,21.724606
-149,149,21.802114
-6,6,21.803595
-106,106,21.859518
-32,32,21.877424
-108,108,21.936498
-6,6,21.941067
-599,200,22.050794
-44,44,22.072899
-599,200,22.179668
-3,3,22.180969
-67,67,22.219346
-599,200,22.329832
-59,59,22.360142
-115,115,22.422048
-72,72,22.464273
-3,3,22.465552
-34,34,22.482709
-51,51,22.509353
-21,21,22.524314
-92,92,22.573759
-18,18,22.584919
-167,167,22.674438
-599,200,22.782244
-36,36,22.806718
-71,71,22.848171
-21,21,22.859261
-81,81,22.9049
-164,164,22.992622
-45,45,23.01686
-155,155,23.09176
-152,152,23.17509
-21,21,23.186657
-50,50,23.210154
-35,35,23.232143
-38,38,23.252598
-69,69,23.290155
-25,25,23.303578
-11,11,23.30901
-2,2,23.309366
-12,12,23.315218
-3,3,23.315789
-599,200,23.425869
-150,150,23.506986
-19,19,23.517486
-599,200,23.625113
-7,7,23.630108
-8,8,23.636171
-43,43,23.658161
-31,31,23.672838
-161,161,23.757128
-13,13,23.768097
-4,4,23.769525
-8,8,23.774119
-154,154,23.854925
-10,10,23.8609
-9,9,23.865279
-26,26,23.880616
-66,66,23.911985
-2,2,23.912734
-599,200,24.020587
-72,72,24.066688
-156,156,24.146173
-18,18,24.158361
-89,89,24.205743
-22,22,24.217732
